2014-09-25	154.98
2014-09-26	155.0
2014-09-27	155.11
2014-09-28	156.93
2014-09-29	157.21
2014-09-30	157.21
2014-10-01	155.97
2014-10-02	157.21
2014-10-03	157.49
2014-10-04	157.49
2014-10-05	157.6
2014-10-06	157.49
2014-10-07	156.93
2014-10-08	155.97
2014-10-10	156.8
2014-10-11	155.9
2014-10-12	154.43
2014-10-13	155.0
2014-10-14	155.0
2014-10-15	154.98
2014-10-16	155.0
2014-10-17	154.96
2014-10-18	155.16
2014-10-19	154.98
2014-10-20	154.98
2014-10-21	152.2
2014-10-22	152.2
2014-10-23	154.98
2014-10-24	154.96
2014-10-25	151.67
2014-10-26	152.2
2014-10-27	151.16
2014-10-28	152.2
2014-10-29	151.94
2014-10-30	150.29
2014-10-31	150.0
2014-11-01	150.0
2014-11-02	150.0
2014-11-03	151.67
2014-11-04	150.0
2014-11-05	151.67
2014-11-06	150.0
2014-11-07	150.0
2014-11-08	149.38
2014-11-09	151.2
2014-11-10	150.47
2014-11-11	151.15
2014-11-12	149.15
2014-11-13	150.0
2014-11-14	150.0
2014-11-15	150.28
2014-11-16	150.25
2014-11-17	152.29
2014-11-18	151.99
2014-11-19	153.36
2014-11-20	151.58
2014-11-21	150.0
2014-11-22	150.0
2014-11-23	149.82
2014-11-24	149.62
2014-11-25	149.58
2014-11-26	149.58
2014-11-27	149.65
2014-11-28	149.82
2014-11-29	149.99
2014-11-30	149.99
2014-12-01	150.0
2014-12-02	151.7
2014-12-03	151.64
2014-12-04	150.12
2014-12-05	150.0
2014-12-06	150.0
2014-12-07	150.0
2014-12-08	149.99
2014-12-09	149.78
2014-12-10	149.15
2014-12-11	147.34
2014-12-12	147.19
2014-12-13	146.95
2014-12-14	147.19
2014-12-15	147.43
2014-12-16	149.15
2014-12-17	148.82
2014-12-18	149.29
2014-12-19	148.82
2014-12-20	148.49
2014-12-21	148.82
2014-12-22	150.0
2014-12-23	149.99
2014-12-24	149.99
2014-12-25	149.57
2014-12-26	149.57
2014-12-27	149.99
2014-12-28	149.99
2014-12-29	150.0
2014-12-30	150.0
2014-12-31	150.05
2015-01-01	151.83
2015-01-02	151.99
2015-01-03	151.99
2015-01-04	152.81
2015-01-05	153.63
2015-01-06	151.91
2015-01-07	152.29
2015-01-08	152.96
2015-01-09	154.86
2015-01-10	154.86
2015-01-11	154.75
2015-01-12	154.75
2015-01-13	154.86
2015-01-14	154.75
2015-01-15	154.75
2015-01-16	155.86
2015-01-17	154.96
2015-01-18	154.96
2015-01-19	157.49
2015-01-20	158.08
2015-01-21	158.32
2015-01-22	158.08
2015-01-23	158.16
2015-01-24	158.16
2015-01-25	158.08
2015-01-26	158.01
2015-01-27	155.65
2015-01-28	155.67
2015-01-29	155.31
2015-01-30	154.96
2015-01-31	155.0
2015-02-01	155.0
2015-02-02	154.98
2015-02-03	154.96
2015-02-04	153.79
2015-02-05	153.79
2015-02-06	154.83
2015-02-07	155.34
2015-02-08	155.35
2015-02-09	155.34
2015-02-10	157.12
2015-02-11	157.49
2015-02-12	157.97
2015-02-13	157.99
2015-02-14	157.99
2015-02-15	157.97
2015-02-16	157.97
2015-02-17	157.49
2015-02-18	157.12
2015-02-19	142.98
2015-02-20	155.34
2015-02-21	155.88
2015-02-22	156.31
2015-02-23	155.5
2015-02-24	155.42
2015-02-25	156.12
2015-02-26	155.5
2015-02-27	154.83
2015-02-28	154.96
2015-03-01	153.34
2015-03-02	154.96
2015-03-03	154.69
2015-03-04	154.69
2015-03-05	154.83
2015-03-06	154.96
2015-03-07	154.69
2015-03-08	154.29
2015-03-09	154.83
2015-03-10	154.96
2015-03-11	155.0
2015-03-12	154.96
2015-03-13	154.69
2015-03-14	154.69
2015-03-15	154.09
2015-03-16	154.09
2015-03-17	154.09
2015-03-18	154.96
2015-03-19	155.25
2015-03-20	154.98
2015-03-21	154.98
2015-03-22	155.25
2015-03-23	155.25
2015-03-24	155.25
2015-03-25	155.5
2015-03-26	155.0
2015-03-27	155.5
2015-03-28	155.25
2015-03-29	155.0
2015-03-30	154.96
2015-03-31	155.25
2015-04-01	154.83
2015-04-02	154.69
2015-04-03	154.69
2015-04-04	154.69
2015-04-05	154.69
2015-04-06	154.83
2015-04-07	154.69
2015-04-08	154.96
2015-04-09	154.98
2015-04-10	154.99
2015-04-11	154.97
2015-04-12	155.96
2015-04-13	155.0
2015-04-14	154.96
2015-04-15	154.98
2015-04-16	152.59
2015-04-17	152.68
2015-04-18	152.68
2015-04-19	152.42
2015-04-20	154.69
2015-04-21	154.83
2015-04-22	154.69
2015-04-23	154.69
2015-04-24	150.34
2015-04-25	150.34
2015-04-26	152.59
2015-04-27	154.69
2015-04-28	154.96
2015-04-29	152.24
2015-04-30	150.01
2015-05-01	152.26
2015-05-02	152.24
2015-05-03	150.51
2015-05-04	150.44
2015-05-05	151.38
2015-05-06	154.96
2015-05-07	155.65
2015-05-08	154.96
2015-05-09	155.8
2015-05-10	156.78
2015-05-11	155.8
2015-05-12	156.28
2015-05-13	155.8
2015-05-14	155.69
2015-05-15	154.83
2015-05-16	154.99
2015-05-17	155.02
2015-05-18	154.99
2015-05-19	154.83
2015-05-20	154.96
2015-05-21	154.96
2015-05-22	154.96
2015-05-23	154.96
2015-05-24	154.96
2015-05-25	154.98
2015-05-26	155.37
2015-05-27	154.96
2015-05-28	153.44
2015-05-29	153.39
2015-05-30	153.44
2015-05-31	152.57
2015-06-01	153.33
2015-06-02	151.54
2015-06-03	150.89
2015-06-04	150.89
2015-06-05	150.48
2015-06-06	150.51
2015-06-07	151.16
2015-06-08	151.81
2015-06-09	152.57
2015-06-10	153.39
2015-06-11	153.45
2015-06-12	153.39
2015-06-13	152.92
2015-06-14	154.69
2015-06-15	155.19
2015-06-16	154.01
2015-06-17	154.01
2015-06-18	153.33
2015-06-19	154.97
2015-06-20	155.69
2015-06-21	154.73
2015-06-22	154.77
2015-06-23	154.77
2015-06-24	155.23
2015-06-25	154.69
2015-06-26	154.69
2015-06-27	153.81
2015-06-28	153.81
2015-06-29	153.81
2015-06-30	154.69
2015-07-01	153.66
2015-07-02	154.76
2015-07-03	152.81
2015-07-04	151.14
2015-07-05	151.14
2015-07-06	150.81
2015-07-07	151.55
2015-07-08	150.32
2015-07-09	151.55
2015-07-10	152.52
2015-07-11	152.52
2015-07-12	152.8
2015-07-13	152.98
2015-07-14	151.97
2015-07-15	150.48
2015-07-16	150.09
2015-07-17	150.48
2015-07-18	150.48
2015-07-19	150.48
2015-07-20	150.48
2015-07-21	150.99
2015-07-22	152.24
2015-07-23	154.69
2015-07-24	154.78
2015-07-25	154.74
2015-07-26	155.18
2015-07-27	155.12
2015-07-28	152.89
2015-07-29	152.24
2015-07-30	152.84
2015-07-31	154.89
2015-08-01	155.0
2015-08-02	154.99
2015-08-03	152.98
2015-08-04	153.05
2015-08-05	153.05
2015-08-06	151.87
2015-08-07	151.5
2015-08-08	150.79
2015-08-09	150.04
2015-08-10	150.0
2015-08-11	150.0
2015-08-12	149.99
2015-08-13	149.99
2015-08-14	149.99
2015-08-15	149.99
2015-08-16	149.99
2015-08-17	149.99
2015-08-18	149.99
2015-08-19	149.99
2015-08-20	149.99
2015-08-21	149.63
2015-08-22	149.75
2015-08-23	149.75
2015-08-24	149.99
2015-08-25	149.99
2015-08-26	149.99
2015-08-27	149.99
2015-08-28	149.99
2015-08-29	149.87
2015-08-30	149.99
2015-08-31	149.99
2015-09-01	149.99
2015-09-02	149.99
2015-09-03	149.99
2015-09-04	149.99
2015-09-05	149.99
2015-09-06	149.99
2015-09-07	149.99
2015-09-08	149.63
2015-09-09	148.61
2015-09-10	148.96
2015-09-11	148.25
2015-09-12	148.96
2015-09-13	147.45
2015-09-14	146.71
2015-09-15	146.87
2015-09-16	146.71
2015-09-17	146.11
2015-09-18	145.81
2015-09-19	145.25
2015-09-20	145.25
2015-09-21	145.81
2015-09-22	145.81
2015-09-23	146.15
2015-09-24	144.54
2015-09-25	145.25
2015-09-26	145.78
2015-09-27	144.99
2015-09-28	144.0
2015-09-29	144.05
2015-09-30	144.53
2015-10-01	144.09
2015-10-02	144.87
2015-10-03	144.79
2015-10-04	144.44
2015-10-05	144.05
2015-10-06	144.48
2015-10-07	144.09
2015-10-08	145.09
2015-10-09	144.09
2015-10-10	144.68
2015-10-11	144.68
2015-10-12	144.68
2015-10-13	144.09
2015-10-14	143.15
2015-10-15	143.24
2015-10-16	143.98
2015-10-17	144.05
2015-10-18	144.05
2015-10-19	144.05
2015-10-20	144.05
2015-10-21	144.1
2015-10-22	144.0
2015-10-23	144.09
2015-10-24	144.09
2015-10-25	144.07
2015-10-26	143.95
2015-10-27	143.95
2015-10-28	143.95
2015-10-29	143.95
2015-10-30	142.6
2015-10-31	142.6
2015-11-01	142.6
2015-11-02	142.25
2015-11-03	141.9
2015-11-04	141.2
2015-11-05	140.56
2015-11-06	141.44
2015-11-07	141.44
2015-11-08	141.92
2015-11-09	141.37
2015-11-10	141.37
2015-11-11	141.2
2015-11-12	141.2
2015-11-13	140.58
2015-11-14	139.95
2015-11-15	139.72
2015-11-16	141.2
2015-11-17	140.58
2015-11-18	140.58
2015-11-19	139.94
2015-11-20	139.32
2015-11-21	139.17
2015-11-22	138.93
2015-11-23	138.93
2015-11-24	139.16
2015-11-25	139.16
2015-11-26	138.5
2015-11-27	139.38
2015-11-28	138.0
2015-11-29	138.92
2015-11-30	137.07
2015-12-01	138.73
2015-12-02	138.92
2015-12-03	138.92
2015-12-04	139.69
2015-12-05	139.95
2015-12-06	139.95
2015-12-07	140.0
2015-12-08	140.22
2015-12-09	140.22
2015-12-10	141.19
2015-12-11	140.8
2015-12-12	141.37
2015-12-13	142.02
2015-12-14	142.02
2015-12-15	142.96
2015-12-16	141.37
2015-12-17	141.22
2015-12-18	143.4
2015-12-19	144.49
2015-12-20	144.49
2015-12-21	144.49
2015-12-22	144.49
2015-12-23	145.67
2015-12-24	145.94
2015-12-25	145.33
2015-12-26	145.33
2015-12-27	144.99
2015-12-28	144.49
2015-12-29	144.49
2015-12-30	142.51
2015-12-31	141.99
2016-01-01	142.51
2016-01-02	142.75
2016-01-03	144.0
2016-01-04	143.99
2016-01-05	144.99
2016-01-06	146.48
2016-01-07	145.36
2016-01-08	144.99
2016-01-09	144.39
2016-01-10	144.2
2016-01-11	143.99
2016-01-12	142.99
2016-01-13	142.75
2016-01-14	142.51
2016-01-15	141.97
2016-01-16	142.75
2016-01-17	142.99
2016-01-18	142.5
2016-01-19	142.5
2016-01-20	141.13
2016-01-21	141.13
2016-01-22	141.13
2016-01-23	141.2
2016-01-24	141.85
2016-01-25	141.2
2016-01-26	141.85
2016-01-27	140.75
2016-01-28	140.0
2016-01-29	139.98
2016-01-30	140.0
2016-01-31	139.98
2016-02-01	139.98
2016-02-02	139.36
2016-02-03	139.72
2016-02-04	140.75
2016-02-05	141.76
2016-02-06	140.13
2016-02-07	139.99
2016-02-08	139.99
2016-02-09	140.0
2016-02-10	140.45
2016-02-11	140.25
2016-02-12	140.5
2016-02-13	140.5
2016-02-14	140.5
2016-02-15	148.98
2016-02-16	156.75
2016-02-17	165.63
2016-02-18	166.25
2016-02-19	170.11
2016-02-20	170.31
2016-02-21	171.24
2016-02-22	171.24
2016-02-23	171.48
2016-02-24	171.93
2016-02-25	171.48
2016-02-26	171.28
2016-02-27	171.2
2016-02-28	171.24
2016-02-29	173.21
2016-03-01	172.09
2016-03-02	172.6
2016-03-03	171.44
2016-03-04	171.2
2016-03-05	171.2
2016-03-06	171.2
2016-03-07	171.2
2016-03-08	171.44
2016-03-09	170.99
2016-03-10	171.2
2016-03-11	171.68
2016-03-12	175.03
2016-03-13	175.0
2016-03-14	175.0
2016-03-15	174.46
2016-03-16	172.56
2016-03-17	173.02
2016-03-18	173.92
2016-03-19	173.95
2016-03-20	172.46
2016-03-21	173.92
2016-03-22	173.92
2016-03-23	172.93
2016-03-24	173.92
2016-03-25	174.43
2016-03-26	173.92
2016-03-27	175.34
2016-03-28	175.34
2016-03-29	173.11
2016-03-30	174.28
2016-03-31	175.42
2016-04-01	174.72
2016-04-02	173.33
2016-04-03	171.3
2016-04-04	170.99
2016-04-05	170.99
2016-04-06	170.99
2016-04-07	170.98
2016-04-08	170.98
2016-04-09	170.98
2016-04-10	170.98
